customer_id,credit_card_number,credit_limit,credit_score,annual_income,employment_status,loan_amount,loan_purpose,loan_term,interest_rate,Debt_to_Income,Missed_Payments,Loan_Default_History,Credit_History_Years
173,4017953905789163,21178.75,513,145346.2,error: undefined method `first' for nil:NilClass,20528.56,error: undefined method `first' for nil:NilClass,45,12.87,0.123,20,false,39.1
174,3573299060115432,23564.39,762,50591.05,error: undefined method `first' for nil:NilClass,195067.43,error: undefined method `first' for nil:NilClass,66,32.31,0.145,6,true,15.3
175,3561289913635573,8963.06,669,30804.86,error: undefined method `first' for nil:NilClass,5850.41,error: undefined method `first' for nil:NilClass,21,7.75,0.962,12,false,6.0
176,3572432672327340,17137.23,457,378501.2,error: undefined method `first' for nil:NilClass,95747.5,error: undefined method `first' for nil:NilClass,81,33.64,0.815,22,false,10.3
177,5493738630705828,37460.74,342,479382.86,error: undefined method `first' for nil:NilClass,165810.77,error: undefined method `first' for nil:NilClass,9,21.05,0.829,17,false,4.4
178,5641821552774021,27806.31,790,146594.13,error: undefined method `first' for nil:NilClass,173006.97,error: undefined method `first' for nil:NilClass,20,25.56,0.017,19,false,25.2
179,5602222336026548,26467.29,456,281440.2,error: undefined method `first' for nil:NilClass,8715.84,error: undefined method `first' for nil:NilClass,81,33.62,0.963,15,false,14.6
180,3587346783738927,14659.7,844,237696.17,error: undefined method `first' for nil:NilClass,144465.24,error: undefined method `first' for nil:NilClass,26,1.11,0.894,19,false,17.3
181,6762989629111096,44957.54,638,54433.75,error: undefined method `first' for nil:NilClass,116048.31,error: undefined method `first' for nil:NilClass,72,10.88,0.356,2,true,34.3
182,4911563344820078,25273.9,733,179874.36,error: undefined method `first' for nil:NilClass,59286.7,error: undefined method `first' for nil:NilClass,63,13.75,0.858,8,true,21.9
183,5463818246914422,8174.57,373,43878.67,error: undefined method `first' for nil:NilClass,165787.97,error: undefined method `first' for nil:NilClass,11,7.56,0.291,16,true,20.4
184,30415931547164,42167.32,768,67823.3,error: undefined method `first' for nil:NilClass,95462.65,error: undefined method `first' for nil:NilClass,32,32.5,0.017,3,false,34.4
185,3565057478604938,43384.41,546,131272.24,error: undefined method `first' for nil:NilClass,118057.45,error: undefined method `first' for nil:NilClass,78,6.49,0.822,23,false,34.9
186,5602236612058355,20734.64,507,186544.79,error: undefined method `first' for nil:NilClass,81771.91,error: undefined method `first' for nil:NilClass,60,22.25,0.51,19,true,1.1
187,3533140156233359,35587.31,438,331506.5,error: undefined method `first' for nil:NilClass,144127.01,error: undefined method `first' for nil:NilClass,28,18.57,0.268,19,true,25.4
188,6333426410951742697,49501.25,703,488194.77,error: undefined method `first' for nil:NilClass,169134.35,error: undefined method `first' for nil:NilClass,74,2.3,0.252,2,true,26.6
189,6380489411877857,48266.36,569,340541.67,error: undefined method `first' for nil:NilClass,126774.22,error: undefined method `first' for nil:NilClass,22,26.51,0.937,0,true,18.9
190,3544132603921139,11080.04,632,296314.88,error: undefined method `first' for nil:NilClass,47256.68,error: undefined method `first' for nil:NilClass,82,5.82,0.41,10,false,11.1
191,30116731267413,44018.43,462,210919.61,error: undefined method `first' for nil:NilClass,30261.34,error: undefined method `first' for nil:NilClass,78,3.73,0.426,0,true,22.4
192,30466834947480,10753.47,340,84151.87,error: undefined method `first' for nil:NilClass,140538.67,error: undefined method `first' for nil:NilClass,72,25.99,0.058,20,false,5.3
193,5463506280924882,26116.93,811,83145.91,error: undefined method `first' for nil:NilClass,149491.94,error: undefined method `first' for nil:NilClass,24,17.41,0.441,20,false,33.0
194,501892422689301863,2513.19,800,255156.31,error: undefined method `first' for nil:NilClass,59120.78,error: undefined method `first' for nil:NilClass,40,21.48,0.766,7,true,14.2
195,67596156875001041,47000.77,531,391541.71,error: undefined method `first' for nil:NilClass,156691.38,error: undefined method `first' for nil:NilClass,54,33.66,0.478,3,false,4.6
196,3552815874971143,38476.74,603,282198.31,error: undefined method `first' for nil:NilClass,137360.43,error: undefined method `first' for nil:NilClass,19,1.11,0.848,15,false,21.2
197,67592118762029604,18414.74,676,450302.82,error: undefined method `first' for nil:NilClass,187583.05,error: undefined method `first' for nil:NilClass,11,23.82,0.124,13,true,35.1
198,3543881421445413,36999.31,457,146308.58,error: undefined method `first' for nil:NilClass,178367.06,error: undefined method `first' for nil:NilClass,16,26.08,0.051,7,true,5.7
199,5302798697465352,37636.87,391,357909.12,error: undefined method `first' for nil:NilClass,5868.53,error: undefined method `first' for nil:NilClass,16,24.37,0.163,15,true,17.8
200,201742690149202,25192.52,712,172677.06,error: undefined method `first' for nil:NilClass,182914.47,error: undefined method `first' for nil:NilClass,52,16.55,0.159,24,false,20.4
201,3569853171504177,47472.74,780,55465.5,error: undefined method `first' for nil:NilClass,123696.77,error: undefined method `first' for nil:NilClass,23,35.01,0.495,12,false,15.1
202,348265778570945,39297.91,815,207449.74,error: undefined method `first' for nil:NilClass,75460.08,error: undefined method `first' for nil:NilClass,20,34.97,0.959,7,true,11.7
203,6762292107088626782,24718.97,781,438670.27,error: undefined method `first' for nil:NilClass,160100.86,error: undefined method `first' for nil:NilClass,12,17.14,0.058,11,false,36.3
204,3581248276260664,10165.35,657,130660.51,error: undefined method `first' for nil:NilClass,177615.55,error: undefined method `first' for nil:NilClass,44,5.85,0.882,6,false,26.4
205,6396248249849450,21153.61,612,306719.12,error: undefined method `first' for nil:NilClass,59033.95,error: undefined method `first' for nil:NilClass,78,28.12,0.035,4,true,4.5
206,3581820796963819,45439.4,778,306157.45,error: undefined method `first' for nil:NilClass,175303.99,error: undefined method `first' for nil:NilClass,6,19.15,0.827,7,true,6.2
207,3589177123201658,4066.42,621,423572.51,error: undefined method `first' for nil:NilClass,54778.19,error: undefined method `first' for nil:NilClass,25,33.31,0.164,9,true,11.0
208,5100170118357721,21453.69,406,48867.03,error: undefined method `first' for nil:NilClass,199850.06,error: undefined method `first' for nil:NilClass,46,3.52,0.871,24,false,24.8
209,3539526952947602,8554.44,375,317122.29,error: undefined method `first' for nil:NilClass,98055.21,error: undefined method `first' for nil:NilClass,13,32.12,0.19,21,true,36.2
210,4936032577447901,12918.53,331,234582.22,error: undefined method `first' for nil:NilClass,74195.25,error: undefined method `first' for nil:NilClass,59,33.5,0.667,4,true,5.9
211,3585940755230137,12627.12,362,139823.78,error: undefined method `first' for nil:NilClass,92997.27,error: undefined method `first' for nil:NilClass,8,22.8,0.164,4,true,15.0
212,374283541771366,18297.15,656,363362.41,error: undefined method `first' for nil:NilClass,122247.15,error: undefined method `first' for nil:NilClass,10,16.04,0.295,4,false,2.8
213,3533136338656277,13652.78,560,217311.65,error: undefined method `first' for nil:NilClass,94797.48,error: undefined method `first' for nil:NilClass,54,31.2,0.785,4,false,9.8
214,4238111779171,8913.6,821,353231.25,error: undefined method `first' for nil:NilClass,26764.46,error: undefined method `first' for nil:NilClass,25,16.02,0.884,15,true,12.7
215,3531446517776016,34502.75,572,335312.34,error: undefined method `first' for nil:NilClass,74713.91,error: undefined method `first' for nil:NilClass,54,25.93,0.401,5,true,2.3
216,3532975977392681,28759.74,512,17244.03,error: undefined method `first' for nil:NilClass,69518.9,error: undefined method `first' for nil:NilClass,20,18.51,0.5,0,false,7.6
217,3567195588424629,41691.61,602,278668.54,error: undefined method `first' for nil:NilClass,89362.78,error: undefined method `first' for nil:NilClass,83,19.24,0.693,1,false,5.0
218,3536307741189530,10827.7,520,125690.21,error: undefined method `first' for nil:NilClass,184353.75,error: undefined method `first' for nil:NilClass,7,1.01,0.803,6,false,25.4
219,3577279996531379,24646.01,687,34493.27,error: undefined method `first' for nil:NilClass,160034.81,error: undefined method `first' for nil:NilClass,60,17.76,0.526,19,true,0.5
220,349650691780912,48031.33,807,36331.6,error: undefined method `first' for nil:NilClass,81630.06,error: undefined method `first' for nil:NilClass,37,2.25,0.647,12,false,25.5
221,3532956409826868,31948.13,433,453347.48,error: undefined method `first' for nil:NilClass,15301.92,error: undefined method `first' for nil:NilClass,51,1.8,0.204,6,false,27.9
222,4175007039202912,15874.29,640,441875.75,error: undefined method `first' for nil:NilClass,112503.95,error: undefined method `first' for nil:NilClass,76,7.8,0.915,20,false,19.2
223,06049267974960341,43730.27,840,45026.83,error: undefined method `first' for nil:NilClass,24105.51,error: undefined method `first' for nil:NilClass,56,30.02,0.804,8,true,21.3
224,337941617060727,16726.54,428,124650.04,error: undefined method `first' for nil:NilClass,64159.6,error: undefined method `first' for nil:NilClass,38,26.83,0.97,5,true,24.9
225,5038653327501088084,12376.03,779,422782.67,error: undefined method `first' for nil:NilClass,18496.0,error: undefined method `first' for nil:NilClass,59,3.76,0.49,24,true,28.8
226,670631539210366427,19962.2,798,133002.46,error: undefined method `first' for nil:NilClass,191569.7,error: undefined method `first' for nil:NilClass,46,10.2,0.279,11,true,12.5
227,3528993364662570,35496.24,714,29133.5,error: undefined method `first' for nil:NilClass,9724.41,error: undefined method `first' for nil:NilClass,50,33.62,0.209,11,true,37.9
228,5351155501947234,38765.49,667,281167.13,error: undefined method `first' for nil:NilClass,188492.99,error: undefined method `first' for nil:NilClass,18,12.52,0.705,5,false,13.1
229,3567526615711440,35800.23,487,119590.51,error: undefined method `first' for nil:NilClass,14052.69,error: undefined method `first' for nil:NilClass,43,12.5,0.077,10,true,39.5
230,4175000450869418,37550.57,645,479582.61,error: undefined method `first' for nil:NilClass,157768.87,error: undefined method `first' for nil:NilClass,81,35.56,0.059,15,true,31.2
231,3555852486815068,29637.28,649,361039.3,error: undefined method `first' for nil:NilClass,130807.17,error: undefined method `first' for nil:NilClass,34,10.48,0.637,0,true,6.6
232,3534694593269979,6719.69,580,227574.02,error: undefined method `first' for nil:NilClass,22083.81,error: undefined method `first' for nil:NilClass,53,29.84,0.69,19,true,33.6
233,3562643681836525,35800.14,392,147258.73,error: undefined method `first' for nil:NilClass,101177.33,error: undefined method `first' for nil:NilClass,57,4.73,0.978,9,false,0.4
234,490382315465380775,13320.23,582,475404.07,error: undefined method `first' for nil:NilClass,127673.56,error: undefined method `first' for nil:NilClass,67,35.9,0.371,2,false,35.0
235,6394994261867381,24801.36,378,321421.53,error: undefined method `first' for nil:NilClass,65694.19,error: undefined method `first' for nil:NilClass,49,16.51,0.58,13,true,38.4
236,4041599632419093,35989.99,821,396741.7,error: undefined method `first' for nil:NilClass,19866.97,error: undefined method `first' for nil:NilClass,9,25.58,0.254,10,true,31.0
237,3535100568734608,29173.69,478,171973.26,error: undefined method `first' for nil:NilClass,154210.9,error: undefined method `first' for nil:NilClass,51,17.76,0.507,11,false,39.8
238,5444673356323813,11710.16,511,180792.7,error: undefined method `first' for nil:NilClass,193068.3,error: undefined method `first' for nil:NilClass,23,23.34,0.338,12,false,6.9
239,630472064156644816,9329.83,448,45741.0,error: undefined method `first' for nil:NilClass,148959.75,error: undefined method `first' for nil:NilClass,34,17.83,0.481,8,false,38.7
240,3545265024710837,28849.45,637,214179.68,error: undefined method `first' for nil:NilClass,144104.8,error: undefined method `first' for nil:NilClass,67,24.19,0.597,19,false,28.4
241,30100434446995,5479.26,454,438637.23,error: undefined method `first' for nil:NilClass,199213.44,error: undefined method `first' for nil:NilClass,35,22.59,0.727,0,false,9.5
242,3554285971958906,21368.12,391,361104.18,error: undefined method `first' for nil:NilClass,143312.82,error: undefined method `first' for nil:NilClass,78,25.7,0.976,17,false,31.0
243,201747940570974,18713.25,378,498613.44,error: undefined method `first' for nil:NilClass,165917.61,error: undefined method `first' for nil:NilClass,62,25.18,0.818,3,false,1.5
244,201583586390215,25701.58,672,291123.25,error: undefined method `first' for nil:NilClass,151841.87,error: undefined method `first' for nil:NilClass,11,26.49,0.94,13,true,13.9
245,3545962991913895,49989.64,485,345889.71,error: undefined method `first' for nil:NilClass,194911.01,error: undefined method `first' for nil:NilClass,61,9.82,0.018,20,true,29.2
246,3538234806666897,28165.4,782,293171.75,error: undefined method `first' for nil:NilClass,47033.66,error: undefined method `first' for nil:NilClass,45,4.61,0.584,2,false,27.6
247,4175008923220143,33756.15,674,289186.34,error: undefined method `first' for nil:NilClass,171642.38,error: undefined method `first' for nil:NilClass,46,24.83,0.807,11,false,4.8
248,30471037732721,7778.39,676,397944.17,error: undefined method `first' for nil:NilClass,177353.56,error: undefined method `first' for nil:NilClass,36,23.3,0.097,7,true,24.4
249,6333991473560311085,39916.1,745,465555.62,error: undefined method `first' for nil:NilClass,33177.09,error: undefined method `first' for nil:NilClass,40,9.23,0.631,20,true,11.7
250,5007669960146896,16296.48,428,114191.32,error: undefined method `first' for nil:NilClass,176245.07,error: undefined method `first' for nil:NilClass,79,32.71,0.7,20,false,0.1
251,6304756205545263841,2188.88,446,230720.64,error: undefined method `first' for nil:NilClass,10433.69,error: undefined method `first' for nil:NilClass,25,4.96,0.862,16,true,34.2
252,5007667789898408,29505.57,689,303764.27,error: undefined method `first' for nil:NilClass,158142.91,error: undefined method `first' for nil:NilClass,52,14.2,0.611,5,true,8.1
253,490362310500994924,19924.65,300,281048.25,error: undefined method `first' for nil:NilClass,196723.6,error: undefined method `first' for nil:NilClass,27,15.18,0.266,6,true,25.0
254,5641825627935027390,43932.69,645,339636.08,error: undefined method `first' for nil:NilClass,152093.73,error: undefined method `first' for nil:NilClass,41,10.59,0.921,22,true,18.9
255,3564259251570853,37845.72,518,419322.31,error: undefined method `first' for nil:NilClass,191065.26,error: undefined method `first' for nil:NilClass,13,19.07,0.516,21,true,18.1
256,30515067775982,21038.79,508,310819.91,error: undefined method `first' for nil:NilClass,124335.32,error: undefined method `first' for nil:NilClass,14,8.57,0.244,14,false,17.7
257,3584987857761783,47987.15,342,459634.25,error: undefined method `first' for nil:NilClass,32693.28,error: undefined method `first' for nil:NilClass,63,33.09,0.367,10,false,2.7
258,4041590818092499,32941.83,379,277518.73,error: undefined method `first' for nil:NilClass,66246.43,error: undefined method `first' for nil:NilClass,40,12.28,0.134,5,false,29.8
259,3547850148173877,2565.55,800,103504.05,error: undefined method `first' for nil:NilClass,115611.77,error: undefined method `first' for nil:NilClass,80,7.66,0.741,15,true,9.7
260,3531540946900971,9585.04,329,417425.52,error: undefined method `first' for nil:NilClass,114177.02,error: undefined method `first' for nil:NilClass,67,28.76,0.76,16,true,6.9
261,4913374808825035,19169.66,529,45887.7,error: undefined method `first' for nil:NilClass,100462.02,error: undefined method `first' for nil:NilClass,71,31.14,0.753,10,false,25.0
262,5100177180516928,13618.94,718,458456.52,error: undefined method `first' for nil:NilClass,103004.84,error: undefined method `first' for nil:NilClass,53,4.48,0.514,2,true,29.6
263,3565601240256806,10954.42,492,254329.48,error: undefined method `first' for nil:NilClass,181245.71,error: undefined method `first' for nil:NilClass,63,16.75,0.296,6,false,16.2
264,201451355852460,20692.64,579,379181.32,error: undefined method `first' for nil:NilClass,191305.77,error: undefined method `first' for nil:NilClass,65,3.27,0.264,18,false,9.6
265,0604027977873994,9458.52,642,302179.01,error: undefined method `first' for nil:NilClass,157435.48,error: undefined method `first' for nil:NilClass,72,10.78,0.631,22,false,1.0
266,5602221802021439,12883.6,469,249958.94,error: undefined method `first' for nil:NilClass,190559.06,error: undefined method `first' for nil:NilClass,35,33.79,0.114,13,true,0.8
267,3565098451921527,19103.3,488,385070.03,error: undefined method `first' for nil:NilClass,21731.95,error: undefined method `first' for nil:NilClass,17,16.74,0.412,14,false,7.0
268,6761571220410381,25142.07,699,68311.51,error: undefined method `first' for nil:NilClass,111873.07,error: undefined method `first' for nil:NilClass,49,2.56,0.711,11,true,28.3
269,3549933331517718,48705.37,812,275450.22,error: undefined method `first' for nil:NilClass,187234.98,error: undefined method `first' for nil:NilClass,78,34.45,0.655,14,false,15.0
270,3533579031403051,6825.64,718,123505.28,error: undefined method `first' for nil:NilClass,89216.55,error: undefined method `first' for nil:NilClass,28,5.66,0.204,1,true,28.3
271,30208381162182,16014.79,538,170086.61,error: undefined method `first' for nil:NilClass,93427.28,error: undefined method `first' for nil:NilClass,41,27.36,0.797,10,true,9.6
272,3542773503936792,18860.2,448,489934.94,error: undefined method `first' for nil:NilClass,81838.11,error: undefined method `first' for nil:NilClass,34,31.98,0.761,16,true,32.5
273,670639088022856342,39624.94,560,359052.53,error: undefined method `first' for nil:NilClass,154977.29,error: undefined method `first' for nil:NilClass,22,20.3,0.585,9,false,6.2
274,4844027583535534,16903.8,410,201727.94,error: undefined method `first' for nil:NilClass,104220.57,error: undefined method `first' for nil:NilClass,11,33.52,0.223,19,true,20.1
275,36785445300670,33024.12,379,259135.33,error: undefined method `first' for nil:NilClass,32582.82,error: undefined method `first' for nil:NilClass,77,7.44,0.897,15,false,24.8
276,3530651983326490,16876.06,698,134882.31,error: undefined method `first' for nil:NilClass,27626.56,error: undefined method `first' for nil:NilClass,65,28.87,0.871,16,false,25.7
277,6383893710514748,11202.49,817,409743.82,error: undefined method `first' for nil:NilClass,134183.29,error: undefined method `first' for nil:NilClass,73,29.98,0.048,13,false,32.0
278,56022264533636237,8269.96,604,329521.95,error: undefined method `first' for nil:NilClass,106368.18,error: undefined method `first' for nil:NilClass,43,16.88,0.574,9,true,0.0
279,3589584249890134,24816.83,849,311974.29,error: undefined method `first' for nil:NilClass,18433.61,error: undefined method `first' for nil:NilClass,60,24.27,0.854,15,true,10.3
280,3537913560802134,1566.34,617,202406.83,error: undefined method `first' for nil:NilClass,99293.91,error: undefined method `first' for nil:NilClass,66,35.63,0.172,5,false,19.0
281,3583949129770779,12140.29,769,485556.96,error: undefined method `first' for nil:NilClass,169711.07,error: undefined method `first' for nil:NilClass,64,22.97,0.831,0,false,35.8
282,5010128948936287,40542.92,437,397646.56,error: undefined method `first' for nil:NilClass,195482.46,error: undefined method `first' for nil:NilClass,46,14.73,0.146,0,false,17.8
283,3579622158587986,26214.73,706,349700.03,error: undefined method `first' for nil:NilClass,11350.79,error: undefined method `first' for nil:NilClass,28,35.95,0.046,18,false,1.2
284,4844588694975273,34956.03,330,449457.72,error: undefined method `first' for nil:NilClass,87815.35,error: undefined method `first' for nil:NilClass,16,14.03,0.382,19,false,3.3
285,3587309858745821,42739.52,495,402654.52,error: undefined method `first' for nil:NilClass,113303.0,error: undefined method `first' for nil:NilClass,37,8.74,0.085,20,true,18.2
286,30486403300077,36347.57,759,129081.31,error: undefined method `first' for nil:NilClass,186111.17,error: undefined method `first' for nil:NilClass,35,25.1,0.872,11,true,5.4
287,5477607715601873,34697.22,557,150634.96,error: undefined method `first' for nil:NilClass,70896.73,error: undefined method `first' for nil:NilClass,66,2.59,0.373,16,true,24.6
288,3537940100943516,3344.64,344,481840.47,error: undefined method `first' for nil:NilClass,29469.3,error: undefined method `first' for nil:NilClass,68,32.92,0.595,3,false,31.3
289,6333979275418218,49533.45,361,132511.32,error: undefined method `first' for nil:NilClass,9810.96,error: undefined method `first' for nil:NilClass,35,8.61,0.071,10,true,28.6
290,337941050392785,40648.52,588,471486.57,error: undefined method `first' for nil:NilClass,106581.67,error: undefined method `first' for nil:NilClass,32,30.22,0.152,9,true,39.8
291,5325829672740205,15018.83,305,272107.78,error: undefined method `first' for nil:NilClass,134855.62,error: undefined method `first' for nil:NilClass,63,28.5,0.024,9,false,33.6
292,5002351028070120,47237.62,438,132575.23,error: undefined method `first' for nil:NilClass,42633.59,error: undefined method `first' for nil:NilClass,32,35.05,0.268,1,false,21.3
293,0604583023419418187,44775.62,830,459947.78,error: undefined method `first' for nil:NilClass,140204.29,error: undefined method `first' for nil:NilClass,70,25.83,0.442,4,true,40.0
294,0604765212691644,34365.35,789,176818.09,error: undefined method `first' for nil:NilClass,13934.65,error: undefined method `first' for nil:NilClass,63,29.5,0.863,13,false,13.4
295,6304796497628332,20226.15,504,99237.95,error: undefined method `first' for nil:NilClass,123538.37,error: undefined method `first' for nil:NilClass,58,10.51,0.767,2,false,13.9
296,5602213955698949,44616.96,616,114666.44,error: undefined method `first' for nil:NilClass,197367.79,error: undefined method `first' for nil:NilClass,62,13.35,0.211,22,false,0.4
297,5242901182441986,37245.95,751,418751.31,error: undefined method `first' for nil:NilClass,198668.81,error: undefined method `first' for nil:NilClass,62,13.08,0.89,21,false,27.7
298,3565298981324123,40567.06,369,388915.21,error: undefined method `first' for nil:NilClass,2494.6,error: undefined method `first' for nil:NilClass,25,32.12,0.545,24,true,19.2
299,3564450638872183,3441.38,397,17057.72,error: undefined method `first' for nil:NilClass,159990.92,error: undefined method `first' for nil:NilClass,12,24.96,0.315,2,false,13.1
300,5108753006207975,38978.87,787,482601.84,error: undefined method `first' for nil:NilClass,91377.53,error: undefined method `first' for nil:NilClass,45,8.19,0.054,7,true,15.4
301,3586724583313821,24855.06,402,79799.61,error: undefined method `first' for nil:NilClass,13156.75,error: undefined method `first' for nil:NilClass,77,28.01,0.933,3,true,35.3
302,4405564003850706,20681.93,303,399606.8,error: undefined method `first' for nil:NilClass,105231.71,error: undefined method `first' for nil:NilClass,22,25.69,0.764,24,false,28.8
303,5610351770417176,3825.8,633,358661.49,error: undefined method `first' for nil:NilClass,148793.93,error: undefined method `first' for nil:NilClass,47,27.27,0.78,18,true,13.9
304,3566569124660196,15056.14,462,74794.14,error: undefined method `first' for nil:NilClass,149652.52,error: undefined method `first' for nil:NilClass,34,4.95,0.672,19,true,19.6
305,4911848877015224125,42156.49,755,301963.83,error: undefined method `first' for nil:NilClass,137781.2,error: undefined method `first' for nil:NilClass,9,25.46,0.476,23,false,7.3
306,3588805094891500,30823.97,581,432555.45,error: undefined method `first' for nil:NilClass,35444.46,error: undefined method `first' for nil:NilClass,18,12.08,0.476,14,false,15.7
307,491168532938548212,4754.08,808,463589.87,error: undefined method `first' for nil:NilClass,77430.08,error: undefined method `first' for nil:NilClass,21,18.53,0.409,5,false,27.4
308,373114159539806,820.69,493,431607.47,error: undefined method `first' for nil:NilClass,107486.23,error: undefined method `first' for nil:NilClass,77,15.29,0.249,19,false,20.9
309,676304866602958674,45153.84,468,193127.77,error: undefined method `first' for nil:NilClass,187110.83,error: undefined method `first' for nil:NilClass,42,25.93,0.483,5,true,18.5
310,3580474496221663,18515.49,631,69341.23,error: undefined method `first' for nil:NilClass,9900.57,error: undefined method `first' for nil:NilClass,76,28.52,0.669,8,false,10.2
311,3585011097194926,43208.38,634,352368.89,error: undefined method `first' for nil:NilClass,121315.35,error: undefined method `first' for nil:NilClass,32,9.64,0.849,2,true,32.2
312,3560006345985512,3389.78,333,231612.64,error: undefined method `first' for nil:NilClass,5243.36,error: undefined method `first' for nil:NilClass,26,18.56,0.637,8,false,32.2
313,3566125529232303,14698.88,321,366005.07,error: undefined method `first' for nil:NilClass,85135.63,error: undefined method `first' for nil:NilClass,27,33.96,0.198,7,true,1.7
314,5610767887337728,26996.33,833,309933.92,error: undefined method `first' for nil:NilClass,178712.94,error: undefined method `first' for nil:NilClass,13,33.6,0.893,15,false,11.0
315,4936462139761681,35130.1,780,175521.81,error: undefined method `first' for nil:NilClass,118499.77,error: undefined method `first' for nil:NilClass,18,9.67,0.89,6,true,37.7
316,50381376944575446,21922.58,316,286673.58,error: undefined method `first' for nil:NilClass,169466.99,error: undefined method `first' for nil:NilClass,33,18.47,0.724,8,true,38.0
317,3557375037768477,14611.87,633,377429.63,error: undefined method `first' for nil:NilClass,123774.06,error: undefined method `first' for nil:NilClass,52,8.1,0.773,5,false,28.2
318,5486698118747602,37387.3,446,345301.85,error: undefined method `first' for nil:NilClass,179508.39,error: undefined method `first' for nil:NilClass,29,32.95,0.318,20,false,1.1
319,3578242568146173,49561.8,310,40024.24,error: undefined method `first' for nil:NilClass,152269.07,error: undefined method `first' for nil:NilClass,63,34.32,0.781,7,true,32.4
320,67065847108717047,42649.75,342,213488.77,error: undefined method `first' for nil:NilClass,172796.08,error: undefined method `first' for nil:NilClass,22,20.55,0.968,18,false,7.3
321,36714359518929,5911.31,730,133643.82,error: undefined method `first' for nil:NilClass,102059.58,error: undefined method `first' for nil:NilClass,38,13.5,0.287,22,false,4.0
322,4917371702713321,48416.54,801,204937.94,error: undefined method `first' for nil:NilClass,40183.62,error: undefined method `first' for nil:NilClass,25,18.55,0.789,8,true,17.4
323,3550753403356860,22111.4,499,224471.55,error: undefined method `first' for nil:NilClass,48232.5,error: undefined method `first' for nil:NilClass,79,9.92,0.088,7,true,19.5
324,3547169688405528,18539.19,692,127938.46,error: undefined method `first' for nil:NilClass,117637.01,error: undefined method `first' for nil:NilClass,13,21.6,0.542,20,true,12.5
325,5602216815249464,15033.22,777,295453.23,error: undefined method `first' for nil:NilClass,22296.12,error: undefined method `first' for nil:NilClass,11,28.26,0.744,22,true,8.3
326,5320986880800513,47761.41,586,225538.4,error: undefined method `first' for nil:NilClass,133526.43,error: undefined method `first' for nil:NilClass,26,14.23,0.653,2,false,5.1
327,4913309298362305,30948.63,519,55034.17,error: undefined method `first' for nil:NilClass,194974.21,error: undefined method `first' for nil:NilClass,71,17.07,0.702,11,false,10.7
328,374622769584367,30326.8,703,278949.83,error: undefined method `first' for nil:NilClass,73110.36,error: undefined method `first' for nil:NilClass,41,26.15,0.891,24,false,39.8
329,3565176619440828,34527.88,660,170133.08,error: undefined method `first' for nil:NilClass,107578.64,error: undefined method `first' for nil:NilClass,83,13.16,0.085,10,true,2.4
330,201729129976651,17440.72,630,212791.38,error: undefined method `first' for nil:NilClass,188177.58,error: undefined method `first' for nil:NilClass,71,35.95,0.989,6,false,16.1
331,3537015350373654,16679.41,672,246951.42,error: undefined method `first' for nil:NilClass,18579.44,error: undefined method `first' for nil:NilClass,56,4.84,0.196,5,true,28.8
332,4903155243239737968,35456.75,781,480063.79,error: undefined method `first' for nil:NilClass,144062.72,error: undefined method `first' for nil:NilClass,48,12.29,0.525,16,true,11.8
333,3528105735998142,26331.56,416,499481.45,error: undefined method `first' for nil:NilClass,89220.09,error: undefined method `first' for nil:NilClass,84,21.26,0.496,17,false,32.8
334,5437126013757153,1298.69,400,466442.1,error: undefined method `first' for nil:NilClass,2082.29,error: undefined method `first' for nil:NilClass,49,10.81,0.541,7,true,21.3
335,677135736230283949,42626.29,405,267364.19,error: undefined method `first' for nil:NilClass,136610.48,error: undefined method `first' for nil:NilClass,56,24.69,0.608,13,true,28.5
336,3542043486133035,7556.26,627,39699.12,error: undefined method `first' for nil:NilClass,158019.31,error: undefined method `first' for nil:NilClass,47,8.7,0.201,16,true,2.6
337,201595568656967,42426.28,380,288404.91,error: undefined method `first' for nil:NilClass,192558.27,error: undefined method `first' for nil:NilClass,10,12.04,0.251,4,false,11.1
338,63042806995961834,26867.01,347,197689.93,error: undefined method `first' for nil:NilClass,197200.89,error: undefined method `first' for nil:NilClass,51,20.58,0.075,19,false,6.9
339,3535869717427286,31754.89,465,298086.47,error: undefined method `first' for nil:NilClass,2420.37,error: undefined method `first' for nil:NilClass,63,18.91,0.448,2,false,23.3
340,3574180834387052,43969.7,790,28600.35,error: undefined method `first' for nil:NilClass,72752.27,error: undefined method `first' for nil:NilClass,57,32.71,0.303,23,true,6.2
341,5182384241517934,19518.76,779,115153.75,error: undefined method `first' for nil:NilClass,52702.3,error: undefined method `first' for nil:NilClass,23,34.22,0.358,20,false,31.9
342,4905490038925161,14651.66,756,105911.04,error: undefined method `first' for nil:NilClass,9015.45,error: undefined method `first' for nil:NilClass,23,24.94,0.602,22,true,38.6
343,4936315842261471136,10612.18,304,136099.3,error: undefined method `first' for nil:NilClass,69247.27,error: undefined method `first' for nil:NilClass,50,4.41,0.769,2,false,13.0
344,3565307927812503,12652.25,674,495826.57,error: undefined method `first' for nil:NilClass,72260.44,error: undefined method `first' for nil:NilClass,40,24.93,0.366,18,true,35.7
345,6392591256380495,15668.88,371,173180.5,error: undefined method `first' for nil:NilClass,11249.78,error: undefined method `first' for nil:NilClass,32,14.18,0.878,2,false,28.2
346,3533473953263943,42052.1,467,280250.07,error: undefined method `first' for nil:NilClass,39261.86,error: undefined method `first' for nil:NilClass,59,24.48,0.482,21,true,4.4
